words,urlDrugName,effectiveness,sideEffects,rating
My total cholesterol level dropped from 282 to 150. The niaspan dropped my triglyceride level about 30 points!,zocor,2.0,3.0,10.0
This cream preparation worked well# but over the years I ntoiced it was less effective.  I have used it very sparingly but I no linger use it on my hands becaue it causes seems to worsen the condition of the skin to split the skin in inflamed areas after application.  I use weaker hydrocortisone cream on my hands as a last resort.  Luckily that cream is just stron enough to offer some relief.,betamethasone,1.0,4.0,6.0
the side effects put me in hospital and not able to work for weeks.  the gum infection cleared up but this took second place to the concerns during hospitalisation.  i did not bounce back to my usual good health after.,flagyl,3.0,5.0,1.0
Induces a pleasant intense relaxation. Fall asleep easily but not feel super doped up or hungover in the morning. Prevents laboriously resetting body clock after an all night binge.,restoril,2.0,3.0,10.0
Quick decrease in amount of acne; improved skin texture. Overall# the action of the drug was quite quick and effective# and my acne was resolved within the first 2 months of treatment,accutane,2.0,1.0,9.0
the product was supposed to control heartburn# but had very little affect# even after 14 days of use.,prilosec,4.0,3.0,2.0
decreased smoking and the desire to smoke somewhat#  could not get any buzz off of nicotine,chantix,3.0,4.0,4.0
reduction of itching which was caused by seasonal allergies.  Itching was primarily on skin around elbows and also sinus congestion.,cyproheptadine,1.0,4.0,7.0
My cholesterol levels were very high.  Te plan was to take Lipitor for one month and then see if the levels were lower. No benefits were identified because I could not take take  the medicine long enough to get a second  cholesterol test to measure for measuring any decrease in my cholesterol levels.  After having side effects# I did try to lower the dosage to 10m by cutting the pills in half# but still felt the bad effects.,lipitor,5.0,2.0,2.0
|Well# I had no babies. 

Also# skin was a bit clearer and breasts got about half a cup bigger (but that came with the rest of my body getting bigger# too).|,yasmin,2.0,2.0,5.0
The benefits of using minoxidil was the halting of DHT buildup in the scalp around hair follicles. It also improved circulation to the scalp. This encouraged the recovery of thinning hair to become thicker and fuller. This halted hair loss and restored hair to cover up signs of male pattern baldness.,minoxidil,2.0,3.0,10.0
None.  I was told it would take 6 weeks for the medicine to accumulate and become completely effective.  It did not produce any results that were apparent.  Not in inflammation reduction or in pain reduction due to the inflammation were any results ascertainable.  I suffered while waiting for this medication to do anything.  Further# you are told to consume food to protect the lining of your stomach from this medication.  Not always something you want to do when you are experiencing a lot of pain because pain can make you feel like vomiting.,naprosyn,5.0,1.0,1.0
|Less tired# less sleepy# more motivated for working and daily chores. Much less of headaches and Fioricet worked better when I had ones.
Naproxen 500 mg relieved the arm pain for 7 hours.|,paxil,1.0,1.0,8.0
After 12 years of living with anxiety problems I discovered clonazepam and now this is my emergency pill. Fast effects which relaxes me quickly.,clonazepam,1.0,4.0,9.0
There were no benefits. I was repeatedly told it wasn't working because I just hadn't been on it long enough and my dosage wasn't high enough. It did not help the depression at all and it was expensive.,paxil,5.0,2.0,1.0
Very heavy smoker.  Was able to reduce smoking to half pack per day in the run up to totally quitting.  Then was able to quit.,chantix,2.0,1.0,9.0
Complete relief from pain with one 100 mg tablet. Alleviated the sensitivity to light# noise and nausea. Symptoms would abate in one to two hours.,imitrex,2.0,3.0,10.0
My heartburn greatly reduced and I could sleep at night so the GERD was successfully addressed.,aciphex,1.0,4.0,8.0
My doctor has this combined with Hydroxozine and I feel wonderful.  I have taken Paxil# Lexapro and a few others since I was about 12.  I would def. say that this drug combination has worked the best.  The first two weeks I experienced withdrawls from my other med(Lexapro) but after that# I am great and back to new :),citalopram,2.0,1.0,10.0
Treatment benefits include clear# glowing skin# regular menstrual cycles# and reliable birth control.,reclipsen,2.0,1.0,10.0
The prickly heat would be cleared up over night. The itch would disappear within a few hours the bumps would loose all redness but would remain slightly raised for a couple of days,prednisolone,2.0,3.0,10.0
no more heartburn# was able to eat without experiencing any further heartburn or reflux. will take the product as a long term solution to acid reflux,nexium,2.0,3.0,10.0
Differin has practically eliminated my acne.  I also used it on my forehead# where I have brown spots from a college-days sunburn (appx 10 years ago).  The spots have clearly faded# though are not completely gone.,differin,2.0,1.0,10.0
My father became extremely depressed following his mild stroke. About 2 weeks after we increased the dose from 10-20mg# there was a significant change in his attitude and he embraced life again.,celexa,1.0,1.0,9.0
it did help alleviate the depression,effexor,1.0,4.0,5.0
eased my anxiety# helped me start going to work more.,effexor-xr,4.0,4.0,4.0
It was very good in controlling the panic attacks. Before taking it I was even unable to drive my car down the road without having a panic attack. I worked liked magic from the very first dose. I could resume to being close to feeling like a normal person again.  It worked well for panic attack prevention.,alprazolam,1.0,1.0,5.0
My acne has definatly cleared up and my period is so much better and lighter. unlike all the other adds i had absolutly no bleed through.,seasonique,2.0,1.0,9.0
None.  Vicodin is a narcotic for severe pain. I was prescribed it after weeks of physical therapy and ibuprophin did not reduce the pain in my shoulder and neck following a ski crash.,vicodin,5.0,5.0,1.0
the sores disappeared much sooner than with regular treatments (acyclovir) and the pain disappeared the next day.,valtrex,1.0,4.0,9.0
well it was supposed to stop my painful periods from my endometriosis and its suposed to stop my endometriosis from growing.,aygestin,4.0,2.0,1.0
I sometimes get hives or sinus type allergies.  When I take this anti-histamine I notice that it works quickly and is very effective for hours.  I never get sleepy like I do with most other over the counter anti-histamines.,clarinex,2.0,3.0,10.0
Decreased nausea# dizziness when standing# pins and needles sensation. Eyes and Skin less sensitive to sunlight.,tenormin,4.0,4.0,4.0
I did see improvement in numbness and tinglng in upper extremities. Helps marginally for sleep.,neurontin,4.0,4.0,5.0
When I first began taking the Ritalin# I noticed a dramatic effect on my mood.  I felt wonderful!  I was energetic and positive and I felt that I could handle anything that came my way.  I don't want to sound as though I felt euphoric or manic - I just felt really GOOD about life.  However# after only a few days# that sense of confident well-being drained away.,ritalin,3.0,1.0,5.0
|it was not good#had to dismiss previous primary doctor&ortopedic surgeon as my best interests were not of thier concern#I now have a new primary doctor&orthopedic surgeon as both knew about fractured clavicle/shouder rotocuff
completely ripped#i now am faced with some life changing desisions with a scambleled mind#would like to warn about some docters that address#medi cal&medicare patients|,trazodone,5.0,5.0,1.0
My anxiety when driving was lowered.,paxil,2.0,3.0,9.0
The benefits were that the infection was eleminated. The infection had apparently grown over a period of several months and then reached a point that it suddenly was accute. I say it grew slowly over several months because my abdominal area# even as far up as including my waist# had grown from about 30 inches to about 33 inches and I required clothing two sizes larger. I had become more and more weak but thought that it was my age (even though up until a few months before the swelling started I was still hiking up to 10 or 11 miles a day in the Andes in Chili or in the Canadian Rockies. Weakness had suddenly become so accute that it was causing my heart to labor so much that radio-active dye x-rays were taken of my heart. My abdomin had a sonigram to see if I had ovarian cancer.,metronidazole,2.0,4.0,6.0
NONE!!!!!,mevacor,5.0,5.0,1.0
|Shortened time span of cold sore. 
Sometimes alleviating symptoms entirely.|,zovirax,2.0,3.0,10.0
While on the drug I did not have any large# red acne lesions.,solodyn,3.0,5.0,1.0
I felt reduced anxiety and compulsions;  less need for perfection;  better able to live with "good enough"; less stress and happier; no more depression.,paxil-cr,1.0,1.0,7.0
It cleared up the sinus infection within 2 days.,clarithromycin,2.0,4.0,8.0
When I have flareups of pain# taking the meloxicam with the cyclobenzoprine and a good nights sleep would leave me pain free in the morning.,mobic,3.0,2.0,4.0
Lunesta allowed me to have a restful nights sleep# every night# even sleeping through "hot flashes."  In combination with cutting out tv at least one hour before bed# a hot bath# and occassionally meditiation - I had a sound sleep and awoke rested and revived.,lunesta,1.0,1.0,9.0
reduced bleeding and inflamation initially# then less bloating# diareaha and nausea.,azulfidine,1.0,1.0,8.0
temporary relief of reflux symptoms# but severe breakthroughs occasionally still happen.  Have been taking the med for over 4 years but without taking it the symtpoms are definitely worse.  The symptoms were# lump in throat# hoarseness# painful speaking# burning throat# burping# fluids coming back into mouth# pain in the center of the chest.,protonix,3.0,3.0,6.0
You do not have to take this medicine with food and there is a much lower risk oh GI upset like you may experience with other antibiotics.,keflex,1.0,3.0,9.0
For the first two months it seemed to help# even though the first night on it was the scariest feeling ever. It made me motivated for those two months..,seroquel,4.0,5.0,1.0
relieved some of the itching,optivar,1.0,4.0,6.0
Definitely lifted mood. Helped me feel full and able to turn down unhealthy snacks.  Helped me eat reasonable portions.,meridia,4.0,1.0,5.0
Yes very beneficial# although I will discontinue using the cream on face every night and maybe use every other night# until my skin adjusts. I also use the cream on the back of my hands and decollete area# love the results! I can see a HUGE difference in my hands already (probably about 1 month of consistant use) I have a few small sun spots that have lightened significantly# the skin on the back of my hands appears less elephant like ( tough# rough# wrinkling skin) and now appear more smooth# radiant and even toned.My decollete area has also seen great improvment# again more even toned# smooth# I have not seen a great deal of tightening# but I am very happy with the results thus far--- about 1 month of consistant use.,retin-a,1.0,4.0,10.0
I felt alive again# starting to go out more# spent time doing things I enjoyed had energy to go to the gym for the first time in my life,effexor-xr,3.0,5.0,1.0
The benefits were the prevention of seizures following brain surgery,dilantin,1.0,4.0,6.0
helped me stop smoking.  I have tried to quit cold turking before and used other treatments# like laser and hypnosis.  Neither worked as well as chantix.  For the first time I was able to not have an urge to smoke.  I could see people around me smoking and it didnt cause me to want a cigarette,chantix,1.0,1.0,9.0
helped somewhat in minimizing the cravings and anxiety while taking it but still required substantial will power to quit.  Considering the absolute hell I went through to quit I will probably never go back to smoking.,chantix,4.0,5.0,1.0
Symptoms were relieved quickly - within 5hrs of taking first dose.,macrobid,4.0,3.0,3.0
Acne improved within 2 weeks and skin considerably less oily within 1 week.,yasmin,1.0,1.0,8.0
I began taking the drug to control my Bulimia# which was the main symptom of my depression.  It also helped me stop smoking.,wellbutrin,1.0,1.0,10.0
I had suffered from feeling tired all the time and my hair and skin seemed to be dull and dry.  I noticed a remarkable change in my energy level within just a short time ( 7-10 days).  Also the condition of my hair and skin seemed to improve.,synthroid,2.0,3.0,9.0
The child# who was 3 at a time had huge eczema spots on both arms and legs. No other treatment worked before we started Elocon. With it the spots cleared very soon after starting treatment.,elocon,2.0,3.0,10.0
Genotropin-aids in sleep cycle and helps counter the sagging skin & loss of muscle tone lost w/ this illness due to inactivity(see explain. below) also provides overall systemic support (deep sleep & activity stimulate release of hGH; both of which I've lost ability to do). Other P.M. meds address various stages of sleep; clonoapem=stage 1 or quieting down mind & trazadone helps me get deep sleep of which I was totally deprived (when hGH is suppose to be released) of as revealed in sleep study. I now actually fall asleep for more than 2 hr stretches (3-4 hrs now) and can get back to sleep (still need to refine regiment so I can get a normal nights sleep-of greatest importance for healing process). Detrol LA calms the hypersensitivity of the bladder was getting up 4-8 times each night to relieve very small amounts of urine (whole nervous system STUCK in over stimulated state) Gabapentin is a miracle for Restless Legs. A.M. meds. Adderall-some relief from "brain fog"(typical w/ illness) but find it helps keep my blood sugar level more stable and don't reach for as many "sugar fixes" (always suffered from Hypoglycemia but more severe w/ ME/CFS) which results in 20+ lb. weight gain due to inability to be active(another time hGH is released)(post exertional malaise is cornerstone of illness i.e. any exertion beyond minimal causes greater level of illness-leaves me bedridden/sofa-bound for days-weeks-months @ a time) Levothyroxine(spell?)is for Hasimoto's disease (form of hypothyroid) Wellbutrin (now Budipropion[spell?]keeps physiological depression at bay. That's all I can think of for now:(,genotropin,1.0,1.0,8.0
I used this drug as an alternative to Retin A. In that regards it worked admirably.  Retin A users have a period of almost 3 months where there skin (usually face) is tremendously red.  Tazorac has little of this.  I only would only get this about every 7 days or so and was cured easily with hydrocortisone.,tazorac,1.0,1.0,8.0
When I began treatment with Enbrel I had moderately severe rhuematoid arthritis with numerous inflamed joints and deformaties in small joints of hands and feet. I have been in remission for more than 2 years - no swollen joints# no progression of or new deformities and no morning fatigue.,enbrel,2.0,3.0,10.0
The treatment benefits from taking 300 milligrams of Bayer aspirin for headache pain were decreased pain. The positive effects for diminishing the pain were noticed in about half an hour to a full hour or so. The headache pain was nearly and sometimes even completely relieved with the Bayer. But# after a few hours or so# the pain would come back and I would have to take more of the drug.,ecotrin,3.0,3.0,8.0
i has severe melasma to the cheeks# top of nose# chin and forehead. Dark spots where reduced to almost nothing!,tri-luma,2.0,1.0,10.0
Helped relieve anxiety,seroquel,3.0,2.0,4.0
It appeared to attack infection quickly.,omnicef,1.0,5.0,2.0
Well# there were no benifets cuz it didn't even work for 4 hours after taking it. I was at school and during the lunch break# i took 1 pill. NO RESPONSE. Then after lunch I took another. Then I started getting sick# i had to leave class a few times because i thaught i was gonna puke. My mom picked me up and the pain would come and go and come and go consistantly. When I got home# after about an hour thirty# i felt completly better,motrin,5.0,1.0,2.0
Normally takes away a headache with an hour when absolutely nothing else will work.,maxalt,2.0,1.0,10.0
Hot flashes were totally diminished.,estrasorb,2.0,3.0,10.0
My acne went away. I had horrible cystic acne and it finally went away. It took a bit# but thats fine.,accutane,2.0,2.0,10.0
In low doses# this drug does exactly what it says it does - reduces symptons of anxiety.  It is especially helpful for very anxiety-producing situations such as speaking in front of groups# flying# and going into crowded places.  The drug produces a feeling of being more relaxed# and in extremely high anxiety situations (flying)# if I take the full dose of .5 mg# it will sleep and wake up with no residual effects.,alprazolam,2.0,3.0,10.0
I was able to get rid of a nasty sinus infection that had been bothering me for over a week,erythromycin,3.0,4.0,6.0
Considerably reduced dry eye and the uncomfortable itchyness that comes with dry eye.  Eye Doctor felt the dry eye was 80% better within 30 days.,restasis,1.0,1.0,8.0
The benefits of taking this medication have been that my blood pressure is kept in a safe range.  I did not experience any negative side effects from taking this medication.  The medication came in the form of a small white pill that is easy to swallow.  I would recommend this medication for regulating blood pressure.,metoprolol,3.0,3.0,8.0
The treatment benefits were out of the window as i was prescribed to take diazepam whilst taking Zyban# Zyban advises you not to take Diazepam for instance as one of the contraindicated drugs.,zyban,5.0,5.0,1.0
(clonidine)It assisted in lowering my blood pressure by causing me to have a more voluminous (not more frequent)urination#when urged.Also#it aided in- depressing my agonizing hot flashes.They came at sequential intervals at time of menses and would last in that manner until completion of menses.Thereafter#they were intermitten daily.,catapres,2.0,1.0,10.0
The benefits were to alleviate menopausal symptoms.  It did a very good job at that.,combipatch,3.0,2.0,1.0
Completely controlled swelling.,dyazide,2.0,3.0,10.0
I have had a mild case of blackheads and pimples since I was a child.  Lifelong problem with breakouts and acute problem with rosacea was basically cured# or should I say controlled.  I must continue taking the drug to continue benefits.  If I stop# symptoms reoccur within 4-6 weeks.,oracea,2.0,3.0,10.0
Elocon is definetely a very effective drug for treating dermatitis.  It clears up the condition in 4 or 5 days.  See next for side effects.,elocon,2.0,2.0,6.0
I did not take the drug long enough to see any substantial beneficial effects,lipitor,5.0,5.0,1.0
Decreased meal size# felt more satisfied when I ate and felt fuller quicker. Didn't get hunger urges as often and started to loose weight as decreased my calorie intake,meridia,1.0,4.0,8.0
I only have mild acne but my skin improved even from that and I noticed more even# bright skin as I continued to use the product.  My skin also felt smoother and softer over time.,retin-a-micro,2.0,1.0,10.0
Texture of the skin has improved a lot by regularly going for peel sessions and by using the prescribed drugs which has to be used through out the treatment period.,differin,3.0,3.0,7.0
This drug did nothing for my acne condition. I had taken other antibiotics before - tetracycline and erythromycin with varying degrees of success.,minocycline,5.0,2.0,1.0
Initially# I was started on Niaspan 500 milligrams two times a day to lower my trigylcerides.  My level was over two thousand.  After three months# I went back to my primary care physician for follow-up blood work to check how I am responding to the treatment.  My trigyceride levels improved significantly but was not within normal limits. My triglyceride level was 503.,niaspan,3.0,4.0,3.0
marginal increase in bone density# however I stopped using it before maximum benefit could be acheived due to adverse side affects.,fosamax,4.0,4.0,4.0
The medicine worked very well in treating my sinus infection. After just two days of taking it I felt a significant improvement. After 10 days# my sinus infection was completely gone.,biaxin,2.0,4.0,8.0
the baby was totally cured in 7 days,panixine-disperdose,2.0,2.0,8.0
Yasmin is the fourth birth control pill i've tried and the only one i haven't had to discontinue due to adverse physical and emotional side effects. While on Yasmin I experienced no weight gain or moodiness whatsoever. In addition to preventing pregnancy Yasmin helped to slightly decrease my anxiety levels without a feeling of mania or malaise as is often accompanied by the use of anti-depressants. The pill also seemed to help with breakouts associated with my monthly cycle.,yasmin,2.0,1.0,9.0
I felt alot better about myself and not feeling depressed all of the time. Overall I do feel better about myself but I don't like the feeling from the side effects from this medication.,citalopram,2.0,2.0,7.0
I could function normally again# after 6 weeks sick leave# I had a kind of a Burn-out.,anafranil,2.0,4.0,9.0
Smoother skin and even skin color are the most notable benefits. With continued use# I also noticed a greater firmness to my skin.,tazorac,1.0,1.0,9.0
The benefits I saw from Retin-A were considerable compared to non prescription skin care. The fine lines especially around my eyes and cheeks diminished and were not as deep. My entire skin tone looked younger# more even toned and my large pores were much less noticeable and more refined. My skin looked much healthier and it looked more soft focus. It took a few months to notice a measurable difference.,retin-a,1.0,4.0,8.0
Patient complaints prior to drug were menopause related. Inability to sleep# hot flashes# night sweats# lack of concentration (which may have been intensified by lack of sleep)# loss of elasticity in the skin. Although the use of the patch has not helped improve my skin (I didn't expect it to) almost immediately sleep was restored# night sweats stopped# and concentration ability returned# although not as completely as pre-menopause.,combipatch,2.0,3.0,10.0
I was able to hold and wait to use restroom and urges were less frequent.,vesicare,1.0,1.0,7.0
Well# It made me relaxed during the day# and sometimes be able to be calm. It helped my headaches a lot. I would rate it as a 9 or 10. I would recommend this drug definately!,flexeril,2.0,1.0,10.0
Complete calming effect very quickly#stops the vicious cycle from physical symtoms back to thoughts in the mind that start it all over again#Exellent drug and highly recomended.For me it made my impossible life possible again but give your body time to ajust to the drug.,propranolol,1.0,1.0,9.0
affording daily movement and ability to continue to perform daily household duties# employment# and still afford me ability to enjoy activities with husband and grandchildren.,darvocet-n,2.0,1.0,8.0
Synthroid replaces the thyroid hormones not manufactured by the body. When proper levels are achieved# the endocrine system operates as it should. Important to note that generic versions CAN NOT be substituted if patient is currently treated with name brand. Start on generic# stay on generic. Start on Synthroid# stay on Synthroid. This is common knowledge among endocrinologists and pharmacists# but your insurance company may interfere.,synthroid,2.0,3.0,10.0
differin made my skin less oily and shiney and had a very small effect on my large pore size,differin,1.0,1.0,7.0
|After the first month it definetely improved my mood and my level of energy.
I became more productive at work and my overall mental health improved.
It also helps a lot with my pre menstrual syndrome anxiety.|,celexa,2.0,1.0,10.0
The medication stops the pain and puts an end to the condition if taken soon enough,valtrex,2.0,1.0,10.0
I've been taking for a little over a week. This med suppresses my appetite so much that I have to remind myself to eat and have absolutely no desire for food if I don't eat. I can already tell that I've lost inches and pounds# but I haven't been on the scale to see exactly how much yet. I have only been exercising moderately# although the feeling of energy is incredible and makes me get up and do everything!!! My doctor was cautious in giving to me because of my high blood pressure# but fortunately my BP meds have my condition well under control# so I just keep track of my daily reading to ensure there are no spikes. I feel like this really works so far!,adipex-p,1.0,1.0,8.0
It reduced 90% the swelling in the face over 2 days. On the 3rd morning# I did not take prednisolone but went back to see the doctor as I was afraid of side effects. The doctor agreed that it was ok to stop taking the medication.,prednisolone,1.0,3.0,9.0
BIO estrogen is the only prescription med I take. I'm in good health other than some pesky osteoarthritis in my finger joints and hips.  I eat pretty well and keep my weight within a healthy norm (fluctuates about 10 lbs over a year back and forth depending on how hard I try). Had good blood test results about a year ago - low blood pressure# everything within the normal range for my age.,vivelle-dot,2.0,3.0,10.0
Well# in a technical sense it helped with the bipolar disorder# but the side effects were terrible enough that I could not continue with the medication.,seroquel,5.0,5.0,1.0
|Acanya Gel treated cystic acne# blackheads# whiteheads# and any inflamed acne on my face. The water-based/fragrance-free gel did not cause ant stinging or burning.
Within in a month# my face is completely clear of all acne. Scars have also faded and smoothed out.|,acanya,2.0,1.0,9.0
To treat add.  To releave sudden impulsive behavor.  To help me focus on things that I had to do.  To help me retain information that I was studing in school.  To help me stop putting things off that were important for me to finish.  To help improve my relationships.,adderall-xr,2.0,5.0,4.0
Convenience# skin cleared up# effective birth control,yasmin,2.0,4.0,5.0
Phenergan was given to combat nausea due to chemotherapy. Was given one pill in the ER to try and stop vomiting. It did ease the nausea a bit.,phenergan,1.0,2.0,2.0
I allowed my wrist pain to continue untreated by a physician for a month. With a brace and this medication it is improving. The greatest gift was that my chronic lower back pain has virtually disappeared!I have lived with constant low to medium grade pain (depending on activity level) for YEARS# and something takes that away...me body hasn't felt this "at ease" in years!I only pray that when my wrist is better and I insist on going to half strength# it will continue to ease my back pain.,mobic,2.0,3.0,10.0
Dying follicles were reactivated and enlargened so large terminal hairs grew. Vellus hairs were shed and replaced with strong hairs. Hair thickened substantially,minoxidil,2.0,4.0,7.0
I had to wait quite a few month before Accutan had started to work but by the end of the treatment my skin was like a babies. Not oily at all even my pores shrank and there was no acne on my face. The down side was that after not taking the medicine any more after a couple of month with great skin the acne has started to come back.,accutane,2.0,4.0,6.0
Although Topamax is an anti-epileptic# which is more commonly perscribed for the treatment of migrains...it had a substancial benefit to my OCD symptoms.  It significantlly reduced my desire (or calling) to repeat (recheck# recount# retouch) items# which was a huge issue for me.  In the past# it would take me hours to complete the most mundane tasks# but with the Topamax# I can more easily "let go" of certain rituals and walk away feeling "complete" without having to repeat them countless times...,topamax,1.0,3.0,8.0
Made my panic attacks less frequent and less intense. Sometimes felt happy for no reason# in a good way# which helped alleviate some of my anxiety and stopped my worrying so much.,citalopram,1.0,4.0,8.0
this birth control pills helps your skin if u are someone who breaks out often,estrostep-fe,2.0,1.0,8.0
The Naproxin has reduced the tendonitis pain enough to allow me to continue my work waitressing.,naproxen,1.0,3.0,8.0
the drug worked usually by the second dose.  My daughter was up and around and feeling better immediatley it seemed.  It had no side effects that she ever had.  She could either take it on a full tomach or empty one.,amoxil,2.0,3.0,10.0
I have not noticed any benefits so far.  My weight has remaind the same.  The depression has not gotten noticeably better# and fatigue continues to be a problem.,tirosint,5.0,3.0,5.0
No more painful debilitating monthly cycles# complete with life destroying rollercoaster like mood swings.  Seems to work great for people with these particular problems (my sister has amenorrhea and had a horrible reaction# the never ending monthly cycle).  For me it�s life altering.  I actually kept a job for 8 years instead of two months.  I can not imaging my life without taking the depot injection.  I only wish I could learn more about why this balance of hormones actually helped with what seemed to be a debilitating mental disorder# and could slight alterations help with my depression (which I had well before I ever took this drug),depo-provera,2.0,3.0,10.0
THE PILL WORKED VERY WELL WITH MY BODY. IT DIDN'T HAVE ANY SIDE EFFECTS ON ME LIKE SOME OTHER BIRTH CONTRACEPTION PILLS,alesse,2.0,3.0,10.0
weight loss was the major benefit of approximately 8-10 pounds.  it also improved my LDL and HDL cholesterol and also triglycerides.  my hemoglobin a1c also improved.  my fasting blood sugar only marginally improved.  pulse and blood pressure stayed the same.,metformin,3.0,1.0,8.0
Reduced pain almot always# except when severe spasims occured.,oxycodone,2.0,1.0,8.0
I had increased stamina# anemia went away# heavy menses improved from anemia being treated.  My hair grew thicker as much of it had fallen out.  My dry skin was much improved.  I had a huge improvement in clarity of thought.  My tongue seemed previously swollen and I could enunciate much more effectively.,synthroid,2.0,1.0,10.0
ability to stay awake# focus# do daily household chores# run needed errands & helped my organizational skills as far as bills,adderall,2.0,1.0,10.0
Respiratory symptoms markedly improved,levaquin,2.0,2.0,1.0
Helped relax muscles in face# thereby relieving TMJ and reducing pain.,elavil,3.0,4.0,5.0
Taking the provigil has allowed me to keep working fulltime; otherwise I wouldn't be able to function well due to the extreme constant fatigue I experience related to MS. My neurologist suggested I try this.  It has helped considerably during the daytime with my concentration level and also has helped me to stay focused.,provigil,1.0,1.0,8.0
I would have rather endured the flu. this was an experience like no other for me. i was out of work and unable to care for my child. not recommended unless life threatening illness.,tamiflu,5.0,5.0,1.0
Was taking this drug for herpes suppression.  It is recommended by some to take an antiviral for one year after the initial outbreak so as to have less outbreaks over one's lifetime.  I did get an outbreak while on the drug# however it was during a very stressful time so that is understandable.  Also# it is nice that only one dose is needed per day for most people.,valtrex,1.0,4.0,6.0
none apparent,avelox,5.0,2.0,1.0
NONE AT ALL,risperdal,5.0,5.0,1.0
Taking Wellbutrin has reduced my depression 8 fold.  I was better able to cope with every day decisions# events that stressed me with out crying or having angry episodes.  My moods have become stabilized since about a month after the start of taking this medicine.,wellbutrin-xl,1.0,1.0,8.0
|good considering dosage.  taken many different anti-epileptic drugs over the last 14yrs(accident)
lamictal 100% better regarding physical problems (constant headaches etc).  mental side-effects difficult to say considering age!  december 2006# after 14yrs with no physical epileptic incidents# just regular encephalegrams# i decided to stop topiramate which gave headaches. 6 mths later lost consciousnes# back onto drugs. first# keppra# which i liked. felt no side effects# just felt total relaxation and no epileptic problems. specialist didn't like this total relaxation# changed to lamictal. didn't like it at all at first#many side effectsme before arriving at 125 mg had a series of losing consciousness(never convulsions).  now i can say that my mental and physical states have adapted to this lamictal. certainly no constant headache.|,lamictal,2.0,4.0,8.0
Increased energy; I happened to be without the drug for one week# and felt absolutely terrible - like I was completely knocked down.,synthroid,1.0,3.0,10.0
I was a post cardiac ablation patient with breathing difficulty from reactive airway disease (RADS) and a fast heart rate. Docs prescribed Ativan 1 mg per day to ease breathing. It did help ease feelings of suffocation.,ativan,4.0,2.0,1.0
The treatment benfits were to heal bacteria from surgery.  I was told to take the pills immediately starting the day after surgery.,zithromax,3.0,4.0,5.0
increased energy# depression gone,synthroid,1.0,3.0,10.0
less noticable fine lines and blotchiness. skin appeared clearer and smoother. in addition skin appeared plumper. The brown spots would be less noticable as long as I was using the cream consistantly.,tazorac,3.0,4.0,6.0
weight loss# increased energy# better outlook on life# decreased anxiety# no longer have panic attacks# no longer feel depressed and in general feel happy and more content with life. My energy level has sky rocketed and my ability to be mentally focused is much better. My TSH went from 6.29 to .6. My T3 and T4 uptake are within the normal ranges.,armour-thyroid,2.0,3.0,10.0
I have always tried to lose 20-30 pounds and had no luck.  A friend of mine used Adipex (Phentermine) and lost 40 pounds in 4 months so I had to try it.  I started taking it last October 08 and by Christmas I had to buy all new pants because my other ones were WAY too big.  Total I lost 25 pounds and am now 130. I just started taking it again after being off of it for 3 months because I didnt want to get too addicted which I know you can from this drug# and you also build up an immunity to it# which I also did. Overall though# it definitely works to loose weight# my sister-in-law# my best friend# and my sister all took it and my sister lost the least so far(only been on it for 1 month) with 15 pounds.,adipex-p,2.0,4.0,8.0
I noticed a significant improvement in my acne.,tazorac,1.0,4.0,6.0
Although it is essential to take the medication for the full 90 days# after one week I noticed that the skin on my affected foot was looking much better. I had years of tough# thick# dry# flaky skin on my heel and pads under my toes. As each week passed# this condition continued to improve. Almost from day one I did not experience any itchy toes or feet. At the end of the 90 days# I could see healthy nails growing up from the cuticle# although it will take several more months for the entire toe-nail on each affected toe to grow long enough that I can cut away the damaged nail.,lamisil,2.0,1.0,10.0
Improved mood after trying several other SSRI's. Had tried Prozac and Wellbutrin and got no effect from them. I was able to function better. I was not ecstatic# but was functional and less prone to negative thinking.,effexor-xr,1.0,1.0,8.0
Cleared up my acne and brightened my skin overall; slightly reduced fine lines.  Aside from acne# it seemed to help my skin in general.  This is by far the best acne treatment I've used.  Now I use it for overall skin appearance (not just for acne).,retin-a,1.0,3.0,9.0
I have been on Paxil or generics for 9 years after a life-time of panic attacks. My attacks subsided immediately and though they recur every so often the relief has been a godsend. Even as a highly-productive and involved person it has been a lifetime of quiet fear that at any moment I would have these horrific feelings of losing my self and being depersonalized out of my body. As a few others have noted# the most common location for instant attacks is while driving. Paxil has calmed much of my life-long anxiety. I am a calmer and more socially comfortable person.,paxil,1.0,4.0,8.0
It seemed to help with the joint inflamation. Some swelling of ankles was reduced and I didn't seem as achey. I tried several sample medications first like celebrex but I liked the Mobic best. I have not gone off of it since I started to really know if it makes a difference.,mobic,3.0,3.0,7.0
Prevention of pregnancy. I used to insert in my vagina the nuvaring and I had my period just in time. I always knew what day my period was coming.,nuvaring,2.0,1.0,9.0
Immediately ameliorated symptoms and extremely efficacious when used prophylactically,acyclovir,2.0,1.0,10.0
Marked adjustment in level of depression within one month. Continued benefits through following years of usage.,wellbutrin-xl,1.0,3.0,10.0
It works great# no asthma symptoms.,asmanex,2.0,4.0,8.0
Improved exercise tolerance. Stopped coughing up blood. Improvement in chest pain.,proquin-xr,3.0,4.0,5.0
Drug did take away pain quickly; easy to take# not contraindicative with muscle relaxers or codeine allergy.,oxycodone,2.0,4.0,7.0
